Time,Accurate,Estimate Change,Actual Change,Difference
12/02/11 @ 10:00AM,TRUE,0.000020584762231,0.000984779718553,0.000964194956322
12/02/11 @ 11:00AM,TRUE,-0.000207063022489,-0.00564983997986,0.00544277695737
12/02/11 @ 12:00PM,TRUE,0.00007255832731,0.00123349718871,0.0011609388614
12/02/11 @ 01:00PM,FALSE,0.00083002235716,-0.00142524219625,0.00225526455341
12/02/11 @ 02:00PM,FALSE,0.000803133058206,-0.00232890203145,0.00313203508966
12/02/11 @ 03:00PM,FALSE,0.000116680496018,-0.00177101672247,0.00188769721849
12/02/11 @ 04:00PM,FALSE,0.000386856403951,-0.000323196256174,0.000710052660125
12/05/11 @ 09:00AM,TRUE,0.00141360985519,0.0130447460387,0.0116311361835
12/05/11 @ 10:00AM,TRUE,0.000668147057514,0.00291254617393,0.00224439911642
12/05/11 @ 11:00AM,TRUE,-0.000461946686165,-0.000407070697909,0.000054875988256
12/05/11 @ 12:00PM,TRUE,0.000119279544463,0.00203183076932,0.00191255122486
12/05/11 @ 01:00PM,FALSE,0.000906322880729,-0.00558472214719,0.00649104502792
12/05/11 @ 02:00PM,FALSE,0.00072073518527,-0.000382735290442,0.00110347047571
12/05/11 @ 03:00PM,FALSE,0.000378946616511,-0.000874813568955,0.00125376018547
12/05/11 @ 04:00PM,TRUE,0.000576860468754,0.000151203603665,0.00042565686509
12/06/11 @ 09:00AM,FALSE,0.000163270384281,-0.000640130598941,0.000803400983222
12/06/11 @ 10:00AM,TRUE,-0.000809140761326,-0.00162837445926,0.000819233697936
12/06/11 @ 11:00AM,TRUE,-0.00067184847406,-0.000374660505755,0.000297187968305
12/06/11 @ 12:00PM,TRUE,-0.000721161115422,-0.000563339494763,0.000157821620659
12/06/11 @ 01:00PM,FALSE,-0.000037190228689,0.00088250508764,0.000919695316329
12/06/11 @ 02:00PM,FALSE,-0.000472035025055,0.00482711645173,0.00529915147678
12/06/11 @ 03:00PM,TRUE,-0.000047384885714,-0.00369385636339,0.00364647147768
12/06/11 @ 04:00PM,TRUE,-0.000245634094225,-0.00012446970077,0.000121164393455
12/07/11 @ 09:00AM,TRUE,-0.000662625907365,-0.00680127532256,0.00613864941519
12/07/11 @ 10:00AM,FALSE,-0.000460849540037,0.000174009637989,0.000634859178025
12/07/11 @ 11:00AM,FALSE,-0.000342258526674,0.00388347948757,0.00422573801424
12/07/11 @ 12:00PM,TRUE,0.000224858841858,0.00254075166942,0.00231589282756
12/07/11 @ 01:00PM,FALSE,0.000324686176275,-0.00182548228722,0.0021501684635
12/07/11 @ 02:00PM,TRUE,-0.000108529757091,-0.00242570158111,0.00231717182402
12/07/11 @ 03:00PM,FALSE,-0.00017466031393,0.00448164970944,0.00465631002337
12/07/11 @ 04:00PM,FALSE,-0.000274365974272,0.000286416855983,0.000560782830255
12/08/11 @ 09:00AM,FALSE,0.000136006785056,-0.00308519074823,0.00322119753329
12/08/11 @ 10:00AM,TRUE,-0.000299160103951,-0.0022143671878,0.00191520708385
12/08/11 @ 11:00AM,TRUE,-0.000319154134097,-0.001627784604,0.0013086304699
12/08/11 @ 12:00PM,TRUE,-0.000282179806502,-0.00143525450261,0.0011530746961
12/08/11 @ 01:00PM,FALSE,0.000473031513214,-0.00169325529469,0.0021662868079
12/08/11 @ 02:00PM,TRUE,-0.000412706829378,-0.00219408440061,0.00178137757123
12/08/11 @ 03:00PM,TRUE,-0.000204044376538,-0.00248011292205,0.00227606854552
12/08/11 @ 04:00PM,TRUE,-0.000444670507929,-0.000018498906412,0.000426171601516
12/09/11 @ 09:00AM,FALSE,-0.00145732086715,0.00547320262162,0.00693052348877
12/09/11 @ 10:00AM,FALSE,-0.000338614867655,0.00324201459278,0.00358062946044
12/09/11 @ 11:00AM,FALSE,-0.00169324904555,0.00186371462049,0.00355696366603
12/09/11 @ 12:00PM,FALSE,-0.000576315521635,0.00116055056592,0.00173686608755
12/09/11 @ 01:00PM,FALSE,-0.000908419515707,0.00066674582909,0.0015751653448
12/09/11 @ 02:00PM,FALSE,-0.0005325700206,0.00195686625145,0.00248943627205


TOTAL,,,,0.24768279893138
